Date,Index
1/4/2021,"22888,47"
1/5/2021,"23439,43"
1/6/2021,"23675,59"
1/7/2021,"23631,56"
1/8/2021,"23543,39"
1/11/2021,"23556,55"
1/12/2021,"23955,63"
1/13/2021,"23869,13"
1/14/2021,"24273,13"
1/15/2021,"23782,09"
1/19/2021,"24049,26"
1/20/2021,"24043,78"
1/21/2021,"23682,1"
1/22/2021,"23698,87"
1/25/2021,"23523,65"
1/26/2021,"23261,58"
1/27/2021,"22666,92"
1/28/2021,"22921,23"
1/29/2021,"22476,3"
2/1/2021,"22868,94"
2/2/2021,"23502,97"
2/3/2021,"23850,72"
2/4/2021,"24308,17"
2/5/2021,"24221,91"
2/8/2021,"24582,77"
2/9/2021,"24786,71"
2/10/2021,"24620,86"
2/11/2021,"24771,84"
2/12/2021,"24704,01"
2/16/2021,"24644,01"
2/17/2021,"24733,03"
2/18/2021,"24419,29"
2/19/2021,"24977,39"
2/22/2021,"24729,75"
2/23/2021,"24757,04"
2/24/2021,"25552,1"
2/25/2021,"24516,45"
2/26/2021,"24081,43"
3/1/2021,"24885,72"
3/2/2021,"24801,19"
3/3/2021,"24876,73"
3/4/2021,"24411,78"
3/5/2021,"24695,49"
3/8/2021,"24790,34"
3/9/2021,"24820,44"
3/10/2021,"25508,36"
3/11/2021,"25859,36"
3/12/2021,"26571,88"
3/15/2021,"26700,7"
3/16/2021,"26150,58"
3/17/2021,"26635,15"
3/18/2021,"26202,62"
3/19/2021,"26180,82"
3/22/2021,"25959,92"
3/23/2021,"25281,01"
3/24/2021,"25247,51"
3/25/2021,"25836,1"
3/26/2021,"25934,23"
3/29/2021,"26056,4"
3/30/2021,"26193,65"
3/31/2021,"26290,24"
4/1/2021,"26374,08"
4/5/2021,"26768,61"
4/6/2021,"26639,85"
4/7/2021,"26522,64"
4/8/2021,"26711,02"
4/9/2021,"26718,1"
4/12/2021,"26761,81"
4/13/2021,"26677,08"
4/14/2021,"26780,77"
4/15/2021,"26740,04"
4/16/2021,"26747,57"
4/19/2021,"26582,72"
4/20/2021,"26057,72"
4/21/2021,"26411,26"
4/22/2021,"26295,7"
4/23/2021,"26621,36"
4/26/2021,"26756,75"
4/27/2021,"26904,49"
4/28/2021,"26746,76"
4/29/2021,"26946,58"
4/30/2021,"26865,3"
5/3/2021,"26990,7"
5/4/2021,"26841,03"
5/5/2021,"26591,35"
5/6/2021,"26764,96"
5/7/2021,"27173,37"
5/10/2021,"26907,5"
5/11/2021,"26589,49"
5/12/2021,"25820,36"
5/13/2021,"26224,44"
5/14/2021,"26771,73"
5/17/2021,"26755,47"
5/18/2021,"26431,79"
5/19/2021,"26294,97"
5/20/2021,"26532,07"
5/21/2021,"26747,69"
5/24/2021,"27032,09"
5/25/2021,"27025,47"
5/26/2021,"27157,08"
5/27/2021,"27885,85"
5/28/2021,"27784,55"
6/1/2021,"28078,74"
6/2/2021,"28112,01"
6/3/2021,"27974,18"
6/4/2021,"28192,16"
6/7/2021,"28262,47"
6/8/2021,"28443,37"
6/9/2021,"28100,95"
6/10/2021,"28067,55"
6/11/2021,"28179,64"
6/14/2021,"28089,34"
6/15/2021,"28224,94"
6/16/2021,"27957,6"
6/17/2021,"27614,97"
6/18/2021,"27317,88"
6/21/2021,"27980,58"
6/22/2021,"27908,55"
6/23/2021,"27830,3"
6/24/2021,"28121,78"
6/25/2021,"28293,1"
6/28/2021,"27777,78"
6/29/2021,"27406,84"
6/30/2021,"27662,23"
7/1/2021,"27791,56"
7/2/2021,"27774,05"
7/6/2021,"27548,23"
7/7/2021,"27523,9"
7/8/2021,"27507,01"
7/9/2021,"27850,82"
7/12/2021,"27636,18"
7/13/2021,"27195,67"
7/14/2021,"26911,52"
7/15/2021,"26800,89"
7/16/2021,"26503,15"
7/19/2021,"25695,28"
7/20/2021,"26713,56"
7/21/2021,"27165,86"
7/22/2021,"26942,69"
7/23/2021,"27013,01"
7/26/2021,"27151,36"
7/27/2021,"27221,22"
7/28/2021,"27482,92"
7/29/2021,"27567,43"
7/30/2021,"27273,24"
8/2/2021,"27194,43"
8/3/2021,"27432,17"
8/4/2021,"26853,25"
8/5/2021,"27162,37"
8/6/2021,"27394,59"
8/9/2021,"27271,45"
8/10/2021,"27426,35"
8/11/2021,"27703,03"
8/12/2021,"27499,19"
8/13/2021,"27205,13"
8/16/2021,"27080,58"
8/17/2021,"26810,45"
8/18/2021,"26529,83"
8/19/2021,"26034,72"
8/20/2021,"26259,69"
8/23/2021,"26605,81"
8/24/2021,"26789,34"
8/25/2021,"26833,31"
8/26/2021,"26554,95"
8/27/2021,"26892,77"
8/30/2021,"26675,21"
8/31/2021,"26711,56"
9/1/2021,"26583,12"
9/2/2021,"26763,18"
9/3/2021,"26485,7"
9/7/2021,"26157,58"
9/8/2021,"26072,5"
9/9/2021,"26163,88"
9/10/2021,"25893,71"
9/13/2021,"26093,99"
9/14/2021,"25825,12"
9/15/2021,"26126,73"
9/16/2021,"25848,25"
9/17/2021,"25811,12"
9/20/2021,"25657,15"
9/21/2021,"25448,7"
9/22/2021,"26042,73"
9/23/2021,"26499,52"
9/24/2021,"26585,55"
9/27/2021,"26898,02"
9/28/2021,"26541,36"
9/29/2021,"26699,53"
9/30/2021,"26323,88"
10/1/2021,"26820,05"
10/4/2021,"26650,76"
10/5/2021,"26806,17"
10/6/2021,"26948,49"
10/7/2021,"27223,79"
10/8/2021,"27206,35"
10/11/2021,"27191,96"
10/12/2021,"27172,48"
10/13/2021,"27100,96"
10/14/2021,"27107,69"
10/15/2021,"27248,75"
10/18/2021,"27198,5"
10/19/2021,"27319,38"
10/20/2021,"27366,18"
10/21/2021,"27389,49"
10/22/2021,"27368,5"
10/25/2021,"27297,71"
10/26/2021,"26688,52"
10/27/2021,"26386,88"
10/28/2021,"26355,6"
10/29/2021,"26377,82"
11/1/2021,26606
11/2/2021,"26423,28"
11/3/2021,"26620,27"
11/4/2021,"26572,61"
11/5/2021,"27515,44"
11/8/2021,"27387,86"
11/9/2021,"27431,28"
11/10/2021,"27136,41"
11/11/2021,"26922,63"
11/12/2021,"26971,64"
11/15/2021,"27362,38"
11/16/2021,"26977,91"
11/17/2021,"26932,85"
11/18/2021,"26852,33"
11/19/2021,"26272,69"
11/22/2021,"26356,82"
11/23/2021,"26343,48"
11/24/2021,"26342,84"
11/26/2021,"25196,06"
11/29/2021,"25213,76"
11/30/2021,"24710,81"
12/1/2021,"24057,51"
12/2/2021,"24963,22"
12/3/2021,"24781,79"
12/6/2021,"25439,81"
12/7/2021,"25618,61"
12/8/2021,"25898,56"
12/9/2021,"25699,15"
12/10/2021,"25652,16"
12/13/2021,"25199,7"
12/14/2021,"25032,66"
12/15/2021,"25160,52"
12/16/2021,"24840,12"
12/17/2021,"24887,91"
12/20/2021,"24478,83"
12/21/2021,25423
12/22/2021,"25512,21"
12/23/2021,"25828,29"
12/27/2021,"25905,38"
12/28/2021,"26047,16"
12/29/2021,"25941,26"
12/30/2021,"25916,93"
12/31/2021,"25946,8"
1/3/2022,"26191,38"
1/4/2022,"26814,58"
1/5/2022,"26546,67"
1/6/2022,"26639,72"
1/7/2022,"26848,59"
1/10/2022,"26609,9"
1/11/2022,"26912,67"
1/12/2022,"26910,43"
1/13/2022,"27045,1"
1/14/2022,"27260,54"
1/18/2022,"26911,97"
1/19/2022,"26562,26"
1/20/2022,"26299,64"
1/21/2022,"25785,86"
1/24/2022,"25960,55"
1/25/2022,"25886,99"
1/26/2022,"25447,24"
1/27/2022,"24943,51"
1/28/2022,"25166,52"
1/31/2022,"25495,76"
2/1/2022,"25835,27"
2/2/2022,"25981,85"
2/3/2022,"25836,25"
2/4/2022,"25844,23"
2/7/2022,"26197,82"
2/8/2022,26505
2/9/2022,"26838,38"
2/10/2022,"26634,62"
2/11/2022,"26572,9"
2/14/2022,"26263,01"
2/15/2022,"26734,07"
2/16/2022,"27001,1"
2/17/2022,"26655,44"
2/18/2022,"26315,79"
2/22/2022,"25970,27"
2/23/2022,"25658,68"
2/24/2022,"26350,71"
2/25/2022,"27130,98"
2/28/2022,"28181,9"
3/1/2022,"27878,95"
3/2/2022,"28093,11"
3/3/2022,"27666,4"
3/4/2022,"27539,35"
3/7/2022,"26981,67"
3/8/2022,"26454,75"
3/9/2022,"27094,98"
3/10/2022,"27042,98"
3/11/2022,"26648,15"
3/14/2022,"26538,41"
3/15/2022,"26996,97"
3/16/2022,"26915,28"
3/17/2022,"27348,01"
3/18/2022,"27512,46"
3/21/2022,"27860,13"
3/22/2022,"28208,16"
3/23/2022,"28072,98"
3/24/2022,"28400,59"
3/25/2022,"28490,04"
3/28/2022,"28104,06"
3/29/2022,"28253,76"
3/30/2022,"28324,49"
3/31/2022,"27928,97"
4/1/2022,"28188,87"
4/4/2022,"28084,79"
4/5/2022,"27759,18"
4/6/2022,"27645,33"
4/7/2022,"28032,07"
4/8/2022,"27663,12"
4/11/2022,"27746,39"
4/12/2022,"27899,97"
4/13/2022,"28161,92"
4/14/2022,"28226,31"
4/18/2022,"28160,28"
4/19/2022,"28415,18"
4/20/2022,"28392,58"
4/21/2022,"27562,39"
4/22/2022,"27307,02"
4/25/2022,"27147,14"
4/26/2022,"26744,31"
4/27/2022,"26570,33"
4/28/2022,"26708,33"
4/29/2022,"25961,22"
5/2/2022,"25956,2"
5/3/2022,"26167,39"
5/4/2022,"26866,43"
5/5/2022,"26223,41"
5/6/2022,"26050,4"
5/9/2022,"24870,62"
5/10/2022,"24935,35"
5/11/2022,"24661,5"
5/12/2022,"24501,33"
5/13/2022,24908
5/16/2022,"24869,24"
5/17/2022,"25463,06"
5/18/2022,"24820,7"
5/19/2022,"24475,2"
5/20/2022,"24260,66"
5/23/2022,"24726,4"
5/24/2022,"24890,22"
5/25/2022,"25106,3"
5/26/2022,"25512,81"
5/27/2022,"26057,3"
5/31/2022,"25722,58"
6/1/2022,"25676,78"
6/2/2022,"26191,61"
6/3/2022,"26168,37"
6/6/2022,"26288,7"
6/7/2022,"26896,55"
6/8/2022,"26387,02"
6/9/2022,"25852,49"
6/10/2022,"25281,28"
6/13/2022,"24345,53"
6/14/2022,"24125,29"
6/15/2022,"24464,64"
6/16/2022,"23629,86"
6/17/2022,"23720,08"
6/21/2022,"24355,44"
6/22/2022,"24258,87"
6/23/2022,"24072,18"
6/24/2022,"24834,56"
6/27/2022,"24875,54"
6/28/2022,"24721,97"
6/29/2022,"24573,45"
6/30/2022,"25014,42"
7/1/2022,"25289,07"
7/5/2022,24501
7/6/2022,"24827,4"
7/7/2022,"25029,36"
7/8/2022,"25050,88"
7/11/2022,"24854,3"
7/12/2022,"24892,79"
7/13/2022,"24504,38"
7/14/2022,"24237,09"
7/15/2022,"24467,16"
7/18/2022,"24165,33"
7/19/2022,"25038,93"
7/20/2022,"25340,5"
7/21/2022,"25427,38"
7/22/2022,"25214,93"
7/25/2022,"25339,54"
7/26/2022,"24951,38"
7/27/2022,"25153,34"
7/28/2022,"25683,98"
7/29/2022,"26169,16"
8/1/2022,"26394,91"
8/2/2022,"26387,32"
8/3/2022,"26521,17"
8/4/2022,"26335,83"
8/5/2022,"26298,42"
8/8/2022,"26172,67"
8/9/2022,"26225,58"
8/10/2022,"26720,24"
8/11/2022,"26649,88"
8/12/2022,"27179,27"
8/15/2022,"27391,07"
8/16/2022,"27420,83"
8/17/2022,"27261,53"
8/18/2022,"27279,36"
8/19/2022,"26916,32"
8/22/2022,"26330,14"
8/23/2022,"26389,77"
8/24/2022,"26626,37"
8/25/2022,"27184,75"
8/26/2022,"26408,53"
8/29/2022,"26269,48"
8/30/2022,"25882,17"
8/31/2022,"25594,83"
9/1/2022,"25320,61"
9/2/2022,"25173,86"
9/6/2022,"25169,2"
9/7/2022,"25586,35"
9/8/2022,"25620,77"
9/9/2022,25940
9/12/2022,"26000,1"
9/13/2022,"24907,33"
9/14/2022,"25312,18"
9/15/2022,"25094,46"
9/16/2022,"24820,5"
9/19/2022,"24985,58"
9/20/2022,"24944,43"
9/21/2022,"24690,19"
9/22/2022,"24427,99"
9/23/2022,"23803,27"
9/26/2022,"23434,3"
9/27/2022,"23316,54"
9/28/2022,"23781,14"
9/29/2022,"23232,22"
9/30/2022,"23036,31"
10/3/2022,"23726,34"
10/4/2022,"24507,58"
10/5/2022,"24334,78"
10/6/2022,"24179,01"
10/7/2022,"24064,66"
10/10/2022,"24275,01"
10/11/2022,"24265,78"
10/12/2022,"23724,61"
10/13/2022,"24200,04"
10/14/2022,"23509,38"
10/17/2022,"24142,12"
10/18/2022,"25100,96"
10/19/2022,"25230,84"
10/20/2022,"25198,06"
10/21/2022,"25765,77"
10/24/2022,"26041,17"
10/25/2022,"26174,7"
10/26/2022,"26058,4"
10/27/2022,"26500,2"
10/28/2022,"27189,53"
10/31/2022,"27111,37"
11/1/2022,"27156,15"
11/2/2022,"26769,36"
11/3/2022,"26922,55"
11/4/2022,"27088,54"
11/7/2022,"27479,82"
11/8/2022,"27718,31"
11/9/2022,"27500,71"
11/10/2022,"28452,64"
11/11/2022,"27484,72"
11/14/2022,"27150,58"
11/15/2022,"27604,19"
11/16/2022,"27415,57"
11/17/2022,"27490,26"
11/18/2022,"27722,1"
11/21/2022,"27865,2"
11/22/2022,"27962,86"
11/23/2022,"28019,38"
11/25/2022,"28178,73"
11/28/2022,"27695,92"
11/29/2022,"27782,63"
11/30/2022,"28194,1"
12/1/2022,"28259,19"
12/2/2022,"28763,47"
12/5/2022,"28463,31"
12/6/2022,"27943,73"
12/7/2022,"27862,83"
12/8/2022,"28003,35"
12/9/2022,"27773,83"
12/12/2022,"28155,25"
12/13/2022,"28118,5"
12/14/2022,"28207,53"
12/15/2022,"27659,05"
12/16/2022,27809
12/19/2022,"27621,05"
12/20/2022,"27851,84"
12/21/2022,"28331,29"
12/22/2022,"27826,96"
12/23/2022,"28013,04"
12/27/2022,"28098,01"
12/28/2022,"27885,68"
12/29/2022,"28196,39"
12/30/2022,"28278,62"
1/3/2023,"28189,18"
1/4/2023,"28332,54"
1/5/2023,"28295,32"
1/6/2023,"28727,72"
1/9/2023,"28192,62"
1/10/2023,"28342,4"
1/11/2023,"28504,56"
1/12/2023,"28739,03"
1/13/2023,"28390,56"
1/17/2023,"28267,82"
1/18/2023,"27779,23"
1/19/2023,"27408,75"
1/20/2023,"27655,34"
1/23/2023,"27950,45"
1/24/2023,"28359,33"
1/25/2023,"28495,26"
1/26/2023,"28718,87"
1/27/2023,"28760,44"
1/30/2023,"28606,21"
1/31/2023,"28990,52"
2/1/2023,"29029,96"
2/2/2023,"28847,46"
2/3/2023,"28680,78"
2/6/2023,"28890,01"
2/7/2023,"29136,16"
2/8/2023,"29020,81"
2/9/2023,"28858,98"
2/10/2023,"29222,5"
2/13/2023,"29416,82"
2/14/2023,"29618,47"
2/15/2023,"29728,57"
2/16/2023,"29399,44"
2/17/2023,"29528,17"
2/21/2023,"29239,51"
2/22/2023,"29311,74"
2/23/2023,"29299,99"
2/24/2023,"29170,36"
2/27/2023,"29170,15"
2/28/2023,"28938,89"
3/1/2023,"29188,5"
3/2/2023,"29524,63"
3/3/2023,"29697,88"
3/6/2023,"29630,29"
3/7/2023,"29388,24"
3/8/2023,"29291,7"
3/9/2023,"28772,77"
3/10/2023,"28489,5"
3/13/2023,"28382,42"
3/14/2023,"28715,45"
3/15/2023,"28041,54"
3/16/2023,"28478,49"
3/17/2023,"27857,36"
3/20/2023,"28276,58"
3/21/2023,"28546,35"
3/22/2023,"27976,92"
3/23/2023,"27937,41"
3/24/2023,"28134,13"
3/27/2023,"28393,77"
3/28/2023,"28538,36"
3/29/2023,"28846,66"
3/30/2023,"28916,12"
3/31/2023,"29098,56"
4/3/2023,"29551,68"
4/4/2023,"29232,67"
4/5/2023,"28972,75"
4/6/2023,"28925,95"
4/10/2023,"29222,23"
4/11/2023,"29238,72"
4/12/2023,"29407,77"
4/13/2023,"29548,74"
4/14/2023,"29061,43"
4/17/2023,"29355,38"
4/18/2023,"29694,98"
4/19/2023,29580
4/20/2023,"29423,4"
4/21/2023,"29225,68"
4/24/2023,"29235,13"
4/25/2023,"28882,98"
4/26/2023,"28294,99"
4/27/2023,"28700,69"
4/28/2023,"28818,42"
5/1/2023,"28895,19"
5/2/2023,"28738,58"
5/3/2023,"28410,64"
5/4/2023,"27985,41"
5/5/2023,"28254,73"
5/8/2023,"28096,82"
5/9/2023,"28421,22"
5/10/2023,"28209,8"
5/11/2023,"28096,8"
5/12/2023,"28045,97"
5/15/2023,"28363,73"
5/16/2023,"28107,09"
5/17/2023,"28575,11"
5/18/2023,"28619,54"
5/19/2023,"28435,03"
5/22/2023,"28542,59"
5/23/2023,"28010,43"
5/24/2023,"27734,06"
5/25/2023,"27525,31"
5/26/2023,"27686,36"
5/30/2023,"27639,96"
5/31/2023,"27429,27"
6/1/2023,"27794,46"
6/2/2023,"28444,88"
6/5/2023,"28196,51"
6/6/2023,"28463,97"
6/7/2023,"28953,22"
6/8/2023,"29181,58"
6/9/2023,"29099,85"
6/12/2023,"29277,01"
6/13/2023,"29260,2"
6/14/2023,"28951,05"
6/15/2023,"29244,22"
6/16/2023,"29293,27"
6/20/2023,"29138,07"
6/21/2023,"29411,56"
6/22/2023,"28943,45"
6/23/2023,"28742,5"
6/26/2023,"28696,28"
6/27/2023,"29040,25"
6/28/2023,"29014,4"
6/29/2023,"29418,58"
6/30/2023,29510
7/3/2023,"29551,77"
7/5/2023,"29523,95"
7/6/2023,"29353,53"
7/7/2023,"29325,93"
7/10/2023,"29516,16"
7/11/2023,"29874,58"
7/12/2023,"29670,98"
7/13/2023,"29721,82"
7/14/2023,"29358,13"
7/17/2023,"29519,64"
7/18/2023,"29385,73"
7/19/2023,"29221,32"
7/20/2023,"29594,76"
7/21/2023,"29427,89"
7/24/2023,"29574,24"
7/25/2023,"28969,13"
7/26/2023,"29414,1"
7/27/2023,"29280,79"
7/28/2023,"29569,13"
7/31/2023,"29767,64"
8/1/2023,"29760,98"
8/2/2023,"29148,3"
8/3/2023,"29093,81"
8/4/2023,"29241,54"
8/7/2023,"29678,06"
8/8/2023,"29523,29"
8/9/2023,"29713,98"
8/10/2023,"29567,53"
8/11/2023,"29647,06"
8/14/2023,"29559,88"
8/15/2023,"29131,43"
8/16/2023,"29018,29"
8/17/2023,"28729,58"
8/18/2023,"28945,88"
8/21/2023,"28955,64"
8/22/2023,"29095,54"
8/23/2023,"29183,96"
8/24/2023,"28635,38"
8/25/2023,"28801,51"
8/28/2023,"29145,28"
8/29/2023,"29200,92"
8/30/2023,"29472,62"
8/31/2023,"29306,92"
9/1/2023,"29382,24"
9/5/2023,"28962,59"
9/6/2023,"28584,58"
9/7/2023,"28593,19"
9/8/2023,28272
9/11/2023,"27863,8"
9/12/2023,"27728,49"
9/13/2023,"27629,04"
9/14/2023,"27782,92"
9/15/2023,"27713,95"
9/18/2023,"27769,09"
9/19/2023,"27610,46"
9/20/2023,"27504,76"
9/21/2023,"27023,13"
9/22/2023,"26776,12"
9/25/2023,"26891,92"
9/26/2023,26660
9/27/2023,"26905,45"
9/28/2023,"26775,25"
9/29/2023,"26785,7"
10/2/2023,"26491,11"
10/3/2023,"26308,46"
10/4/2023,"26187,92"
10/5/2023,"26085,66"
10/6/2023,"26322,61"
10/9/2023,"27487,28"
10/10/2023,"27668,47"
10/11/2023,"27857,41"
10/12/2023,"27504,05"
10/13/2023,"27469,68"
10/16/2023,"27648,03"
10/17/2023,"27716,5"
10/18/2023,"27629,43"
10/19/2023,"27369,99"
10/20/2023,"27022,7"
10/23/2023,"26998,7"
10/24/2023,"27294,68"
10/25/2023,"27241,29"
10/26/2023,"27315,2"
10/27/2023,"27106,71"
10/30/2023,"27233,98"
10/31/2023,"27786,78"
11/1/2023,"27965,78"
11/2/2023,"28550,46"
11/3/2023,"28698,46"
11/6/2023,"28603,37"
11/7/2023,28547
11/8/2023,"28509,66"
11/9/2023,"28527,33"
11/10/2023,"28822,66"
11/13/2023,"29163,59"
11/14/2023,"29393,97"
11/15/2023,"29376,69"
11/16/2023,"29206,14"
11/17/2023,"29219,96"
